date,order_id,region,country,sales_rep,product,category,units,unit_price,revenue,discount_pct,margin_pct,customer,segment,channel,status
2024-04-14,ORD-100173,APAC,India,P. Novak,Onboarding,Services,12,535.34,6424.08,0,38.7,"Soylent Ltd",Strategic,Self-Serve,paid
2024-04-10,ORD-100174,APAC,Australia,H. Kim,Onboarding,Services,146,2371.92,294355.27,15,49.3,"Wayne Co",Strategic,Marketplace,paid
2024-06-29,ORD-100175,EMEA,Germany,A. Chen,Enterprise SSO,Add-on,126,53.09,6689.34,0,61.1,"Globex Co",Startup,Marketplace,paid
2024-11-18,ORD-100176,EMEA,United Kingdom,H. Kim,Retab Split,Platform,3,49.06,125.1,15,40.7,"Massive SA",Strategic,Direct,paid
2024-09-29,ORD-100177,LATAM,Brazil,R. Okafor,Retab Parse,Platform,136,953.99,116768.38,10,38.8,"Stark LLC",Startup,Partner,paid
2024-04-08,ORD-100178,APAC,India,S. Patel,Consensus Add-on,Add-on,204,182.24,29741.57,20,58.2,"Umbra Co",Enterprise,Direct,refunded
2024-11-28,ORD-100179,North America,United States,E. Santos,Onboarding,Services,98,201.1,19707.8,0,66.0,"Initech Inc",Strategic,Self-Serve,pending
2024-02-18,ORD-100180,North America,United States,L. Rossi,Retab Classify,Platform,231,2595.11,449602.81,25,49.9,"Globex Co",Startup,Partner,paid
2024-01-09,ORD-100181,EMEA,Italy,P. Novak,Retab Split,Platform,193,2605.31,402259.86,20,78.9,"Hooli LLC",Mid-Market,Marketplace,refunded
2024-10-03,ORD-100182,APAC,Singapore,F. Haddad,Retab Split,Platform,203,1043.79,180105.96,15,40.4,"Stark LLC",Startup,Self-Serve,pending
2024-11-10,ORD-100183,LATAM,Chile,J. Müller,Retab Parse,Platform,163,104.61,12788.57,25,59.6,"Vandelay Ltd",Strategic,Partner,refunded
2024-10-26,ORD-100184,LATAM,Brazil,N. Costa,Audit Logs,Add-on,76,2372.28,180293.28,0,41.6,"Initech SA",Mid-Market,Marketplace,paid
2024-07-03,ORD-100185,North America,United States,J. Müller,Retab Parse,Platform,242,97.91,21324.8,10,42.5,"Globex LLC",Strategic,Marketplace,paid
2024-01-14,ORD-100186,North America,Canada,J. Müller,Enterprise SSO,Add-on,24,508.78,10379.11,15,76.0,"Acme GmbH",Strategic,Direct,refunded
2024-10-13,ORD-100187,EMEA,Italy,M. Dubois,Enterprise SSO,Add-on,44,975.17,42907.48,0,49.8,"Hooli SA",Startup,Partner,paid
2024-05-21,ORD-100188,LATAM,Chile,P. Novak,Volume Credits,Usage,201,28.19,5382.88,5,69.7,"Wayne Ltd",Mid-Market,Marketplace,paid
2024-03-10,ORD-100189,APAC,Japan,P. Novak,Onboarding,Services,86,2559.07,187068.02,15,57.4,"Stark Co",Mid-Market,Self-Serve,paid
2024-11-04,ORD-100190,EMEA,Spain,D. Walsh,Priority Support,Services,46,217.66,9011.12,10,70.3,"Wayne Ltd",Mid-Market,Self-Serve,paid
2024-05-23,ORD-100191,LATAM,Chile,N. Costa,Retab Extract,Platform,239,469.04,112100.56,0,68.0,"Soylent Inc",Strategic,Partner,paid
2024-05-29,ORD-100192,North America,Canada,R. Okafor,Volume Credits,Usage,36,959.61,31091.36,10,67.0,"Stark SA",Strategic,Marketplace,pending
2024-07-24,ORD-100193,LATAM,Brazil,H. Kim,Priority Support,Services,180,2517.45,453141.0,0,42.8,"Umbra Co",Enterprise,Partner,refunded
2024-11-09,ORD-100194,North America,Mexico,S. Patel,Onboarding,Services,248,2414.83,479102.27,20,42.7,"Globex GmbH",Mid-Market,Marketplace,paid
2024-07-19,ORD-100195,LATAM,Argentina,F. Haddad,Priority Support,Services,7,183.26,1026.26,20,78.5,"Globex Inc",Mid-Market,Self-Serve,paid
2024-06-24,ORD-100196,LATAM,Argentina,R. Okafor,Enterprise SSO,Add-on,124,98.53,9163.29,25,69.8,"Wayne GmbH",Enterprise,Direct,refunded
2024-02-28,ORD-100197,North America,Canada,K. Nakamura,Retab Extract,Platform,174,2331.24,385353.97,5,60.7,"Soylent LLC",Strategic,Marketplace,paid
2024-07-26,ORD-100198,EMEA,Germany,A. Chen,Onboarding,Services,102,30.38,2943.82,5,57.8,"Stark SA",Mid-Market,Partner,paid
2024-12-26,ORD-100199,North America,Mexico,L. Rossi,Retab Extract,Platform,205,2517.44,438663.92,15,52.3,"Wayne Inc",Strategic,Self-Serve,pending
2024-07-17,ORD-100200,LATAM,Brazil,P. Novak,Priority Support,Services,91,2477.94,225492.54,0,73.8,"Hooli Ltd",Startup,Partner,paid
2024-03-01,ORD-100201,EMEA,France,J. Müller,Retab Extract,Platform,47,102.83,3866.41,20,56.4,"Initech Ltd",Strategic,Partner,paid
2024-11-21,ORD-100202,EMEA,Italy,F. Haddad,Retab Split,Platform,126,91.88,9840.35,15,75.0,"Massive Inc",Enterprise,Direct,paid
2024-03-10,ORD-100203,EMEA,South Africa,N. Costa,Onboarding,Services,247,499.54,92539.79,25,56.0,"Wayne SA",Strategic,Marketplace,paid
2024-02-12,ORD-100204,North America,United States,N. Costa,Consensus Add-on,Add-on,9,93.55,757.75,10,45.4,"Wayne Ltd",Strategic,Direct,pending
2024-02-28,ORD-100205,APAC,South Korea,N. Costa,Priority Support,Services,139,2627.34,273900.2,25,62.0,"Stark Inc",Mid-Market,Self-Serve,paid
2024-08-18,ORD-100206,APAC,India,K. Nakamura,Retab Extract,Platform,113,2745.88,294770.22,5,47.2,"Massive Co",Strategic,Partner,pending
2024-03-12,ORD-100207,EMEA,South Africa,N. Costa,Retab Classify,Platform,207,29.41,5479.08,10,64.3,"Initech GmbH",Enterprise,Self-Serve,pending
2024-05-16,ORD-100208,North America,United States,M. Dubois,Onboarding,Services,236,31.86,7518.96,0,68.9,"Initech LLC",Enterprise,Partner,refunded
2024-07-20,ORD-100209,LATAM,Argentina,T. Andersson,Audit Logs,Add-on,162,101.53,13158.29,20,57.9,"Globex SA",Enterprise,Self-Serve,paid
2024-09-06,ORD-100210,APAC,South Korea,H. Kim,Retab Parse,Platform,223,2672.51,595969.73,0,70.2,"Wayne Co",Enterprise,Direct,pending
2024-07-22,ORD-100211,EMEA,Spain,P. Novak,Retab Classify,Platform,127,95.49,10914.51,10,52.9,"Massive LLC",Strategic,Self-Serve,refunded
2024-01-25,ORD-100212,North America,United States,S. Patel,Volume Credits,Usage,5,31.49,157.45,0,57.4,"Acme SA",Mid-Market,Self-Serve,paid
2024-05-20,ORD-100213,North America,Mexico,N. Costa,Priority Support,Services,65,28.26,1836.9,0,40.3,"Hooli Co",Mid-Market,Marketplace,refunded
2024-02-16,ORD-100214,North America,United States,A. Chen,Retab Classify,Platform,123,26.87,3139.76,5,60.9,"Wayne Inc",Enterprise,Direct,paid
2024-12-21,ORD-100215,EMEA,Spain,M. Dubois,Retab Extract,Platform,59,182.66,10776.94,0,42.5,"Vandelay GmbH",Strategic,Partner,refunded
2024-12-12,ORD-100216,EMEA,United Kingdom,N. Costa,Enterprise SSO,Add-on,145,29.64,4297.8,0,57.4,"Umbra Co",Mid-Market,Marketplace,pending
2024-12-17,ORD-100217,LATAM,Argentina,J. Müller,Retab Extract,Platform,230,26.91,6189.3,0,63.9,"Stark GmbH",Enterprise,Partner,paid
2024-05-21,ORD-100218,North America,United States,L. Rossi,Enterprise SSO,Add-on,154,521.07,72220.3,10,72.3,"Acme Co",Mid-Market,Partner,refunded
2024-07-19,ORD-100219,APAC,Japan,A. Chen,Retab Classify,Platform,127,183.59,17486.95,25,66.1,"Globex Ltd",Enterprise,Self-Serve,paid
2024-07-17,ORD-100220,LATAM,Chile,L. Rossi,Enterprise SSO,Add-on,175,51.57,9024.75,0,38.7,"Globex Inc",Mid-Market,Direct,paid
2024-07-22,ORD-100221,APAC,South Korea,T. Andersson,Onboarding,Services,109,979.48,106763.32,0,50.2,"Hooli Inc",Mid-Market,Partner,pending
2024-06-16,ORD-100222,LATAM,Brazil,R. Okafor,Consensus Add-on,Add-on,179,208.15,35395.91,5,40.5,"Globex SA",Strategic,Direct,paid
2024-12-07,ORD-100223,EMEA,United Kingdom,T. Andersson,Retab Parse,Platform,182,50.97,9276.54,0,59.8,"Vandelay Ltd",Enterprise,Partner,paid
2024-03-05,ORD-100224,APAC,Japan,R. Okafor,Retab Parse,Platform,86,2463.68,211876.48,0,49.6,"Massive Co",Strategic,Marketplace,pending
2024-07-03,ORD-100225,North America,Canada,N. Costa,Audit Logs,Add-on,43,92.21,3965.03,0,77.3,"Globex LLC",Startup,Direct,paid
2024-05-05,ORD-100226,North America,Canada,K. Nakamura,Priority Support,Services,99,45.85,4539.15,0,62.3,"Stark LLC",Mid-Market,Marketplace,refunded
2024-06-12,ORD-100227,APAC,Japan,J. Müller,Audit Logs,Add-on,96,29.01,2784.96,0,45.9,"Soylent Inc",Startup,Marketplace,paid
2024-06-08,ORD-100228,APAC,Japan,P. Novak,Enterprise SSO,Add-on,117,28.24,2973.67,10,62.8,"Hooli Co",Mid-Market,Marketplace,paid
2024-10-29,ORD-100229,LATAM,Argentina,T. Andersson,Enterprise SSO,Add-on,195,2371.61,462463.95,0,79.0,"Acme LLC",Enterprise,Direct,paid
2024-01-01,ORD-100230,LATAM,Chile,N. Costa,Retab Extract,Platform,53,547.21,23201.7,20,59.6,"Acme LLC",Enterprise,Direct,paid
2024-04-28,ORD-100231,LATAM,Chile,P. Novak,Volume Credits,Usage,250,916.06,229015.0,0,60.2,"Stark Inc",Startup,Marketplace,refunded
2024-03-07,ORD-100232,EMEA,France,E. Santos,Consensus Add-on,Add-on,218,107.44,18737.54,20,68.8,"Vandelay GmbH",Enterprise,Partner,paid
2024-04-13,ORD-100233,EMEA,South Africa,T. Andersson,Audit Logs,Add-on,28,45.14,947.94,25,58.5,"Stark Inc",Enterprise,Partner,paid
2024-06-06,ORD-100234,LATAM,Chile,S. Patel,Retab Extract,Platform,24,52.01,1123.42,10,74.4,"Massive Inc",Enterprise,Partner,paid
2024-12-30,ORD-100235,EMEA,France,J. Müller,Onboarding,Services,132,30.03,3567.56,10,74.1,"Initech Inc",Strategic,Partner,paid
2024-08-24,ORD-100236,North America,United States,H. Kim,Retab Extract,Platform,4,30.92,117.5,5,43.8,"Stark GmbH",Startup,Self-Serve,paid
2024-01-12,ORD-100237,North America,United States,M. Dubois,Volume Credits,Usage,208,45.0,7956.0,15,43.4,"Wayne Inc",Strategic,Marketplace,paid
2024-01-16,ORD-100238,LATAM,Colombia,P. Novak,Retab Split,Platform,91,53.0,4340.7,10,50.3,"Initech Inc",Mid-Market,Self-Serve,paid
2024-07-29,ORD-100239,LATAM,Brazil,H. Kim,Retab Extract,Platform,72,184.56,12623.9,5,66.3,"Soylent LLC",Startup,Marketplace,refunded
2024-07-02,ORD-100240,LATAM,Colombia,P. Novak,Priority Support,Services,234,499.24,93457.73,20,49.9,"Acme GmbH",Mid-Market,Direct,paid
2024-01-30,ORD-100241,LATAM,Chile,P. Novak,Audit Logs,Add-on,60,45.08,2569.56,5,49.7,"Acme LLC",Strategic,Self-Serve,paid
2024-03-31,ORD-100242,EMEA,Italy,P. Novak,Priority Support,Services,207,1038.49,214967.43,0,69.0,"Vandelay Ltd",Mid-Market,Partner,paid
2024-10-04,ORD-100243,APAC,Australia,K. Nakamura,Volume Credits,Usage,10,26.43,251.09,5,38.9,"Wayne Inc",Mid-Market,Partner,paid
2024-03-31,ORD-100244,APAC,Japan,R. Okafor,Retab Parse,Platform,38,519.43,19738.34,0,72.1,"Soylent GmbH",Enterprise,Marketplace,pending
2024-02-21,ORD-100245,APAC,India,K. Nakamura,Priority Support,Services,35,51.28,1435.84,20,72.8,"Wayne Co",Mid-Market,Self-Serve,paid
2024-12-06,ORD-100246,EMEA,Spain,F. Haddad,Consensus Add-on,Add-on,188,957.94,180092.72,0,70.1,"Massive SA",Startup,Partner,pending
2024-06-11,ORD-100247,EMEA,UAE,H. Kim,Audit Logs,Add-on,27,184.7,4986.9,0,48.5,"Vandelay LLC",Startup,Self-Serve,paid
2024-01-06,ORD-100248,APAC,Australia,E. Santos,Retab Classify,Platform,178,28.13,5007.14,0,69.7,"Acme SA",Strategic,Partner,paid
2024-09-09,ORD-100249,LATAM,Chile,L. Rossi,Enterprise SSO,Add-on,97,30.91,2848.36,5,45.2,"Globex Inc",Startup,Self-Serve,paid
2024-02-23,ORD-100250,North America,Canada,P. Novak,Retab Split,Platform,228,185.5,42294.0,0,62.1,"Globex GmbH",Strategic,Direct,paid
2024-11-30,ORD-100251,EMEA,Italy,T. Andersson,Onboarding,Services,41,26.69,1039.58,5,80.9,"Stark Co",Enterprise,Self-Serve,paid
2024-05-01,ORD-100252,North America,United States,R. Okafor,Onboarding,Services,147,532.92,78339.24,0,40.4,"Acme SA",Enterprise,Marketplace,paid
2024-02-19,ORD-100253,North America,United States,E. Santos,Retab Split,Platform,164,108.45,13339.35,25,75.1,"Hooli SA",Strategic,Self-Serve,paid
2024-11-24,ORD-100254,LATAM,Argentina,L. Rossi,Priority Support,Services,227,193.8,32994.45,25,40.0,"Wayne SA",Mid-Market,Self-Serve,pending
2024-02-01,ORD-100255,EMEA,South Africa,T. Andersson,Retab Extract,Platform,22,967.79,17033.1,20,80.7,"Massive LLC",Startup,Marketplace,pending
2024-08-02,ORD-100256,LATAM,Argentina,H. Kim,Volume Credits,Usage,77,28.39,2186.03,0,60.1,"Soylent Ltd",Mid-Market,Direct,paid
2024-03-29,ORD-100257,EMEA,Germany,L. Rossi,Retab Classify,Platform,33,28.56,753.98,20,46.9,"Initech Ltd",Enterprise,Direct,paid
2024-07-17,ORD-100258,LATAM,Chile,T. Andersson,Consensus Add-on,Add-on,134,215.6,28890.4,0,72.6,"Massive Ltd",Strategic,Direct,paid
2024-03-17,ORD-100259,EMEA,Italy,D. Walsh,Audit Logs,Add-on,150,2731.32,409698.0,0,78.7,"Massive Inc",Enterprise,Self-Serve,paid
2024-05-15,ORD-100260,LATAM,Colombia,H. Kim,Audit Logs,Add-on,156,180.59,25354.84,10,55.7,"Massive Ltd",Strategic,Direct,paid
2024-06-18,ORD-100261,EMEA,United Kingdom,L. Rossi,Volume Credits,Usage,236,106.86,25218.96,0,52.9,"Hooli GmbH",Strategic,Direct,paid
2024-03-09,ORD-100262,APAC,Singapore,N. Costa,Priority Support,Services,69,982.37,67783.53,0,46.3,"Umbra SA",Strategic,Self-Serve,paid
2024-09-20,ORD-100263,EMEA,United Kingdom,S. Patel,Consensus Add-on,Add-on,182,489.36,89063.52,0,45.6,"Umbra Inc",Startup,Marketplace,paid
2024-07-03,ORD-100264,EMEA,France,E. Santos,Priority Support,Services,211,199.2,42031.2,0,68.0,"Umbra GmbH",Strategic,Partner,paid
2024-10-27,ORD-100265,APAC,India,M. Dubois,Retab Split,Platform,215,103.93,22344.95,0,50.5,"Stark Inc",Mid-Market,Partner,refunded
2024-04-25,ORD-100266,EMEA,France,M. Dubois,Onboarding,Services,132,31.11,4106.52,0,58.9,"Initech Co",Startup,Partner,paid
2024-11-07,ORD-100267,APAC,India,H. Kim,Onboarding,Services,230,212.99,36740.78,25,49.1,"Wayne GmbH",Strategic,Direct,paid
2024-09-18,ORD-100268,APAC,South Korea,H. Kim,Audit Logs,Add-on,156,95.01,14821.56,0,59.2,"Vandelay GmbH",Enterprise,Self-Serve,paid
2024-12-01,ORD-100269,APAC,Australia,H. Kim,Retab Split,Platform,133,2369.2,315103.6,0,73.4,"Massive SA",Enterprise,Partner,refunded
2024-01-14,ORD-100270,LATAM,Chile,K. Nakamura,Consensus Add-on,Add-on,233,195.2,45481.6,0,63.7,"Massive LLC",Mid-Market,Marketplace,refunded
2024-07-02,ORD-100271,APAC,Australia,H. Kim,Enterprise SSO,Add-on,47,91.03,4278.41,0,70.6,"Soylent LLC",Enterprise,Direct,paid
2024-06-30,ORD-100272,EMEA,UAE,F. Haddad,Consensus Add-on,Add-on,108,2692.34,247156.81,15,49.5,"Hooli SA",Startup,Marketplace,paid
2024-11-20,ORD-100273,North America,Canada,F. Haddad,Retab Classify,Platform,129,31.13,3212.62,20,61.3,"Stark Inc",Mid-Market,Partner,paid
2024-06-24,ORD-100274,LATAM,Colombia,H. Kim,Retab Split,Platform,81,2606.79,211149.99,0,59.5,"Initech GmbH",Startup,Direct,paid
2024-05-20,ORD-100275,EMEA,South Africa,J. Müller,Retab Split,Platform,148,2328.29,344586.92,0,43.7,"Stark Co",Strategic,Marketplace,paid
2024-07-15,ORD-100276,North America,United States,A. Chen,Enterprise SSO,Add-on,52,973.65,50629.8,0,77.2,"Soylent LLC",Startup,Partner,paid
2024-12-21,ORD-100277,APAC,India,L. Rossi,Retab Split,Platform,27,199.13,4838.86,10,45.3,"Acme GmbH",Strategic,Self-Serve,paid
2024-12-17,ORD-100278,EMEA,France,M. Dubois,Volume Credits,Usage,92,2343.28,172465.41,20,38.8,"Umbra Co",Mid-Market,Direct,pending
2024-09-15,ORD-100279,EMEA,United Kingdom,P. Novak,Priority Support,Services,183,1057.37,154798.97,20,76.6,"Hooli Ltd",Startup,Direct,refunded
2024-02-25,ORD-100280,North America,United States,N. Costa,Retab Extract,Platform,107,194.23,18704.35,10,58.9,"Initech LLC",Startup,Self-Serve,paid
2024-12-04,ORD-100281,North America,Mexico,N. Costa,Enterprise SSO,Add-on,70,509.54,35667.8,0,56.4,"Globex Ltd",Startup,Self-Serve,paid
2024-02-24,ORD-100282,LATAM,Argentina,M. Dubois,Audit Logs,Add-on,52,2380.54,117598.68,5,53.7,"Stark GmbH",Startup,Marketplace,paid
2024-12-18,ORD-100283,LATAM,Chile,R. Okafor,Retab Classify,Platform,1,30.0,30.0,0,74.8,"Wayne LLC",Startup,Direct,paid
2024-11-25,ORD-100284,EMEA,Spain,D. Walsh,Consensus Add-on,Add-on,68,181.09,12314.12,0,76.5,"Hooli GmbH",Enterprise,Marketplace,refunded
2024-02-29,ORD-100285,North America,United States,L. Rossi,Retab Parse,Platform,219,50.6,11081.4,0,52.5,"Wayne Ltd",Startup,Self-Serve,paid
2024-04-03,ORD-100286,North America,Canada,H. Kim,Onboarding,Services,247,189.92,37528.19,20,68.4,"Wayne SA",Mid-Market,Direct,paid
2024-12-22,ORD-100287,North America,United States,P. Novak,Retab Extract,Platform,107,497.27,39905.92,25,46.0,"Stark GmbH",Startup,Partner,paid
2024-09-06,ORD-100288,North America,Canada,P. Novak,Volume Credits,Usage,12,27.62,281.72,15,38.5,"Soylent Co",Mid-Market,Self-Serve,pending
2024-09-24,ORD-100289,North America,Canada,A. Chen,Retab Classify,Platform,124,102.24,10142.21,20,44.5,"Soylent Ltd",Startup,Partner,pending
2024-08-28,ORD-100290,LATAM,Argentina,S. Patel,Retab Extract,Platform,193,191.86,31474.63,15,80.7,"Acme Ltd",Strategic,Marketplace,paid
2024-02-10,ORD-100291,LATAM,Colombia,H. Kim,Audit Logs,Add-on,115,31.07,2679.79,25,51.9,"Wayne Co",Startup,Direct,paid
2024-07-30,ORD-100292,North America,Mexico,H. Kim,Enterprise SSO,Add-on,1,2294.53,2065.08,10,77.2,"Soylent LLC",Strategic,Self-Serve,paid
2024-01-28,ORD-100293,EMEA,South Africa,E. Santos,Volume Credits,Usage,85,525.69,33512.74,25,69.5,"Vandelay Co",Startup,Direct,refunded
2024-04-23,ORD-100294,North America,Canada,R. Okafor,Priority Support,Services,213,1091.79,209296.14,10,62.1,"Vandelay Co",Startup,Partner,paid
2024-03-12,ORD-100295,LATAM,Brazil,K. Nakamura,Consensus Add-on,Add-on,157,45.94,5770.06,20,47.5,"Umbra Co",Startup,Marketplace,paid
2024-11-20,ORD-100296,North America,Canada,N. Costa,Volume Credits,Usage,169,544.53,92025.57,0,80.4,"Acme Ltd",Startup,Marketplace,pending
2024-09-04,ORD-100297,EMEA,UAE,K. Nakamura,Audit Logs,Add-on,45,1061.99,47789.55,0,55.0,"Massive Ltd",Strategic,Marketplace,pending
2024-12-20,ORD-100298,EMEA,France,P. Novak,Onboarding,Services,247,108.32,20066.28,25,73.4,"Initech SA",Enterprise,Self-Serve,refunded
2024-10-10,ORD-100299,EMEA,Germany,H. Kim,Retab Classify,Platform,160,957.16,130173.76,15,78.5,"Initech Co",Mid-Market,Self-Serve,refunded
2024-02-29,ORD-100300,APAC,South Korea,F. Haddad,Volume Credits,Usage,150,543.18,65181.6,20,67.7,"Soylent GmbH",Strategic,Direct,pending
2024-02-24,ORD-100301,North America,Canada,H. Kim,Retab Split,Platform,14,910.41,11471.17,10,71.0,"Initech GmbH",Enterprise,Partner,paid
2024-12-19,ORD-100302,APAC,Australia,N. Costa,Enterprise SSO,Add-on,9,105.22,946.98,0,65.1,"Soylent LLC",Strategic,Partner,pending
2024-12-22,ORD-100303,APAC,Japan,N. Costa,Onboarding,Services,100,217.18,18460.3,15,80.5,"Acme Inc",Enterprise,Partner,pending
2024-08-14,ORD-100304,EMEA,UAE,E. Santos,Priority Support,Services,194,503.65,92822.69,5,72.2,"Umbra GmbH",Mid-Market,Direct,paid
2024-03-29,ORD-100305,North America,Canada,K. Nakamura,Retab Parse,Platform,110,100.12,11013.2,0,45.1,"Hooli Inc",Strategic,Partner,paid
2024-03-19,ORD-100306,APAC,South Korea,K. Nakamura,Retab Parse,Platform,199,1022.1,183058.11,10,59.6,"Massive Ltd",Startup,Self-Serve,pending
2024-04-22,ORD-100307,EMEA,Italy,H. Kim,Retab Extract,Platform,202,465.01,75145.62,20,42.0,"Umbra LLC",Enterprise,Self-Serve,paid
2024-05-30,ORD-100308,EMEA,South Africa,S. Patel,Audit Logs,Add-on,136,218.77,29752.72,0,43.0,"Vandelay SA",Mid-Market,Direct,refunded
2024-06-13,ORD-100309,LATAM,Brazil,D. Walsh,Onboarding,Services,66,521.35,34409.1,0,78.1,"Vandelay Ltd",Strategic,Marketplace,paid
2024-05-31,ORD-100310,EMEA,France,H. Kim,Enterprise SSO,Add-on,22,27.07,595.54,0,65.6,"Umbra Co",Mid-Market,Marketplace,paid
2024-04-15,ORD-100311,LATAM,Brazil,D. Walsh,Retab Split,Platform,7,207.63,1453.41,0,41.9,"Acme LLC",Enterprise,Direct,pending
2024-04-26,ORD-100312,APAC,Singapore,A. Chen,Onboarding,Services,116,979.91,96619.13,15,38.7,"Globex Ltd",Startup,Direct,refunded
2024-02-07,ORD-100313,APAC,South Korea,J. Müller,Retab Extract,Platform,75,2591.9,194392.5,0,50.4,"Wayne SA",Startup,Marketplace,paid
2024-09-30,ORD-100314,EMEA,Germany,H. Kim,Onboarding,Services,204,2673.66,490883.98,10,80.2,"Initech GmbH",Enterprise,Direct,pending
2024-10-11,ORD-100315,EMEA,United Kingdom,J. Müller,Retab Parse,Platform,2,508.65,1017.3,0,51.4,"Vandelay LLC",Mid-Market,Partner,paid
2024-04-23,ORD-100316,APAC,Australia,H. Kim,Retab Extract,Platform,47,1058.87,49766.89,0,75.5,"Soylent SA",Startup,Self-Serve,refunded
2024-02-04,ORD-100317,APAC,Japan,L. Rossi,Retab Classify,Platform,186,497.72,78689.53,15,53.7,"Umbra Inc",Startup,Partner,paid
2024-09-05,ORD-100318,LATAM,Chile,J. Müller,Audit Logs,Add-on,169,102.83,17378.27,0,62.9,"Vandelay GmbH",Mid-Market,Direct,paid
2024-05-06,ORD-100319,EMEA,UAE,K. Nakamura,Onboarding,Services,71,2428.77,146576.27,15,76.6,"Wayne SA",Enterprise,Marketplace,pending
2024-02-25,ORD-100320,EMEA,UAE,N. Costa,Audit Logs,Add-on,21,2389.35,50176.35,0,77.2,"Umbra GmbH",Startup,Direct,paid
2024-09-16,ORD-100321,North America,Mexico,E. Santos,Audit Logs,Add-on,104,2544.0,264576.0,0,62.3,"Soylent Ltd",Mid-Market,Self-Serve,paid
2024-04-24,ORD-100322,APAC,Australia,H. Kim,Volume Credits,Usage,129,458.14,50235.05,15,60.1,"Umbra Ltd",Mid-Market,Partner,paid
2024-03-22,ORD-100323,EMEA,Italy,D. Walsh,Audit Logs,Add-on,169,2732.77,346378.6,25,79.3,"Acme LLC",Strategic,Partner,paid
2024-05-15,ORD-100324,APAC,Australia,A. Chen,Retab Parse,Platform,172,49.18,7190.12,15,55.1,"Wayne Inc",Enterprise,Direct,refunded
2024-09-23,ORD-100325,APAC,India,L. Rossi,Audit Logs,Add-on,140,466.45,52242.4,20,54.1,"Globex Ltd",Strategic,Partner,pending
2024-07-26,ORD-100326,APAC,India,M. Dubois,Volume Credits,Usage,203,214.41,43525.23,0,60.1,"Initech SA",Mid-Market,Direct,pending
2024-11-25,ORD-100327,APAC,Australia,N. Costa,Retab Split,Platform,48,47.65,2287.2,0,67.1,"Stark GmbH",Startup,Marketplace,refunded
2024-09-02,ORD-100328,LATAM,Argentina,P. Novak,Audit Logs,Add-on,42,1065.61,44755.62,0,48.7,"Initech Ltd",Mid-Market,Partner,refunded
2024-09-19,ORD-100329,North America,Mexico,P. Novak,Retab Split,Platform,15,46.63,699.45,0,60.7,"Stark Ltd",Startup,Self-Serve,paid
2024-04-20,ORD-100330,LATAM,Colombia,H. Kim,Volume Credits,Usage,44,52.24,2298.56,0,73.0,"Initech Ltd",Enterprise,Partner,refunded
2024-12-17,ORD-100331,APAC,Singapore,T. Andersson,Audit Logs,Add-on,152,27.43,3335.49,20,43.8,"Acme LLC",Strategic,Partner,pending
2024-02-19,ORD-100332,EMEA,Spain,T. Andersson,Audit Logs,Add-on,154,31.19,4803.26,0,42.1,"Initech Ltd",Startup,Marketplace,pending
2024-08-03,ORD-100333,APAC,Japan,P. Novak,Enterprise SSO,Add-on,110,53.3,4397.25,25,72.7,"Stark GmbH",Startup,Marketplace,paid
2024-05-10,ORD-100334,LATAM,Argentina,N. Costa,Retab Extract,Platform,73,536.6,31337.44,20,49.3,"Acme Co",Startup,Direct,pending
2024-01-04,ORD-100335,LATAM,Argentina,F. Haddad,Priority Support,Services,105,91.21,7661.64,20,66.7,"Hooli GmbH",Strategic,Self-Serve,pending
