#,date,authored_at,short_sha,sha,subject,author,parent_count,diff_basis,repo_files_changed,repo_insertions,repo_deletions,repo_loc_changed,repo_areas_changed,pdf_viewer_path_files_changed,pdf_viewer_path_insertions,pdf_viewer_path_deletions,pdf_viewer_path_loc_changed,pdf_related_files_changed,pdf_related_loc_changed,pdf_related_categories,pdf_related_files,pdf_behavior_summary,regression_relevance
133,2026-06-16,2026-06-16T12:50:20+02:00,9072e88,9072e88484725de2a104f84ba252fcbcad550e4b,Merge pull request #1 from retab-inc/codex/blocks-abstractions-20260616-122904,Sacha Ichbiah,2,first parent of merge,20,1385,123,1508,design: 2 files / 810 LOC; registry blocks: 7 files / 256 LOC; tests: 2 files / 234 LOC; docs: 4 files / 171 LOC; components: 3 files / 33 LOC; registry json: 2 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
134,2026-06-16,2026-06-16T15:41:53+02:00,79243fd,79243fd2e554b93c08934b3320a16672b7807d83,update viewer blocks,Sacha Ichbiah,1,parent,127,10149,1282,11431,design: 7 files / 4005 LOC; registry ui: 26 files / 2269 LOC; sample: 2 files / 2269 LOC; tests: 7 files / 1260 LOC; registry blocks: 27 files / 804 LOC; components ui: 5 files / 319 LOC; components: 11 files / 178 LOC; registry json: 28 files / 169 LOC,2,10,3,13,5,21,registry output; thumbnail UI; viewer composition; viewer entrypoint,registry/new-york-v4/ui/pdf-viewer.tsx (+5/-2) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+5/-1) | public/r/pdf-viewer.json (+2/-2) | public/r/pdf-thumbnails-block.json (+1/-1) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+1/-1),Regenerated registry JSON output. Files: public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
135,2026-06-16,2026-06-16T17:13:22+02:00,0188922,0188922a8c89f33e2a271652c664f4e3a45d279b,update viewer docs,Sacha Ichbiah,1,parent,146,9710,3998,13708,registry ui: 28 files / 6921 LOC; design: 5 files / 3534 LOC; docs: 35 files / 1023 LOC; tests: 10 files / 759 LOC; components: 28 files / 575 LOC; registry blocks: 11 files / 514 LOC; registry json: 18 files / 121 LOC; mdx-components.tsx: 1 files / 99 LOC,0,0,0,0,3,13,PDF related; docs; registry output,content/docs/components/file-viewer/pdf-viewer.mdx (+7/-2) | components/pdf-viewer-demo.tsx (+1/-1) | public/r/pdf-viewer.json (+1/-1),Regenerated registry JSON output. Files: components/pdf-viewer-demo.tsx | public/r/pdf-viewer.json,P4 PDF-adjacent only.
136,2026-06-17,2026-06-17T08:18:17+02:00,384910a,384910a38e18257e03fa334fecf7b7fcd32cf11a,commit working tree: pretext markdown viewer scroll fix + registry migration,Sacha Ichbiah,1,parent,210,644870,22054,666924,sample: 2 files / 613034 LOC; registry ui: 36 files / 17337 LOC; pnpm-lock.yaml: 1 files / 13430 LOC; tests: 39 files / 6024 LOC; components: 36 files / 5728 LOC; tmp: 1 files / 5481 LOC; design: 5 files / 2241 LOC; scripts: 7 files / 2066 LOC,0,0,0,0,4,103,PDF related; docs; registry output,components/pdf-viewer-demo.tsx (+49/-9) | content/docs/components/file-viewer/navigation/file-viewer-thumbnails.mdx (+33/-0) | content/docs/components/file-viewer/renderers/pdf.mdx (+7/-3) | public/r/pdf-viewer.json (+1/-1),Regenerated registry JSON output. Updated PDF docs. Files: components/pdf-viewer-demo.tsx | content/docs/components/file-viewer/navigation/file-viewer-thumbnails.mdx | content/docs/components/file-viewer/renderers/pdf.mdx | public/r/pdf-viewer.json,P4 PDF-adjacent only.
137,2026-06-17,2026-06-17T09:10:41+02:00,7f8e651,7f8e651afc4bfccebe2d3c35e5f70ab27c37ff3c,update components,Sacha Ichbiah,1,parent,72,3719,2921,6640,components: 22 files / 3058 LOC; design: 3 files / 1561 LOC; scripts: 4 files / 869 LOC; registry ui: 9 files / 390 LOC; docs: 12 files / 375 LOC; tests: 7 files / 256 LOC; registry json: 12 files / 78 LOC; registry: 2 files / 51 LOC,0,0,0,0,3,32,docs; registry output,content/docs/components/file-viewer/navigation/file-viewer-thumbnails.mdx (+26/-2) | public/r/pdf-document-resource.json (+1/-1) | public/r/pdf-viewer.json (+1/-1),Regenerated registry JSON output. Updated PDF docs. Files: content/docs/components/file-viewer/navigation/file-viewer-thumbnails.mdx | public/r/pdf-document-resource.json | public/r/pdf-viewer.json,P4 PDF-adjacent only.
138,2026-06-17,2026-06-17T09:11:27+02:00,38bfc64,38bfc64d14522930468d3ca8eb91d047c83a300a,update scalar controls,Sacha Ichbiah,1,parent,4,18,40,58,components: 4 files / 58 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
139,2026-06-17,2026-06-17T12:14:28+02:00,8d06505,8d065051ed48070b5533ca80c73293963310f98f,Pretext Markdown viewer: gold-standard polish + component-tag fix,Sacha Ichbiah,1,parent,57,1823,1449,3272,components: 18 files / 1030 LOC; tests: 9 files / 948 LOC; design: 2 files / 654 LOC; registry ui: 6 files / 329 LOC; registry blocks: 8 files / 162 LOC; scripts: 1 files / 113 LOC; registry json: 11 files / 28 LOC; tmp: 1 files / 6 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
140,2026-06-17,2026-06-17T12:31:27+02:00,622fbc3,622fbc375bb1c5dd5f552983cc5c9ad683f5436e,Pretext Markdown viewer: highlight in-app search matches,Sacha Ichbiah,1,parent,4,161,5,166,registry ui: 2 files / 87 LOC; tests: 1 files / 75 LOC; registry json: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
141,2026-06-17,2026-06-17T12:47:28+02:00,0db75c1,0db75c1f7ac7a3ac6456ed9d11984e652c5fb435,Pretext Markdown viewer: make zoom actually resize rendered text,Sacha Ichbiah,1,parent,4,59,3,62,tests: 1 files / 45 LOC; registry ui: 2 files / 13 LOC; registry json: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
142,2026-06-17,2026-06-17T12:58:53+02:00,0cf97c5,0cf97c55c34723b32c2de3eecdac31ee18c4eeeb,Pretext Markdown viewer: put code blocks (and footnotes/captions) on the zoom em cascade,Sacha Ichbiah,1,parent,3,29,6,35,tests: 1 files / 19 LOC; registry ui: 1 files / 14 LOC; registry json: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
143,2026-06-17,2026-06-17T13:06:25+02:00,85ab654,85ab6544790fd91d8d26e1780b02cb15a6e6e0c7,Pretext Markdown viewer: scale alert/callout/component labels with zoom too,Sacha Ichbiah,1,parent,3,27,9,36,tests: 1 files / 18 LOC; registry ui: 1 files / 16 LOC; registry json: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
144,2026-06-17,2026-06-17T13:08:18+02:00,e8fa70c,e8fa70c4627dbc67f46ea25e17f941d28614a2bc,Pretext Markdown viewer: scale code/image figure captions with zoom,Sacha Ichbiah,1,parent,2,3,3,6,registry ui: 1 files / 4 LOC; registry json: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
145,2026-06-17,2026-06-17T13:44:52+02:00,a6d0d54,a6d0d54d6ca5a2b06f449c8a43a836f2fc25dcda,Pretext Markdown viewer: distinguish the active search match (#1),Sacha Ichbiah,1,parent,4,96,18,114,registry ui: 2 files / 85 LOC; tests: 1 files / 25 LOC; registry json: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
146,2026-06-17,2026-06-17T13:51:50+02:00,e14c786,e14c786fca3b9b47109a7dad86f9d81034a1b6b6,Pretext Markdown viewer: scale spacing with zoom too (#2),Sacha Ichbiah,1,parent,3,26,4,30,registry ui: 1 files / 16 LOC; tests: 1 files / 12 LOC; registry json: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
147,2026-06-17,2026-06-17T14:04:23+02:00,4a46270,4a462705435752d74151164457bf1d46a61700a7,Pretext Markdown viewer: extract the code-highlight engine into its own module (#3),Sacha Ichbiah,1,parent,6,568,541,1109,registry ui: 2 files / 1090 LOC; registry json: 2 files / 13 LOC; registry.json: 1 files / 5 LOC; tests: 1 files / 1 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
148,2026-06-17,2026-06-17T17:04:30+02:00,ff61873,ff6187331b4cab9dc96cb1bc54fbcea96512769e,Make the greenfield renderer the sole official Markdown renderer,Sacha Ichbiah,1,parent,101,1850,8736,10586,registry ui: 28 files / 4820 LOC; tests: 43 files / 3054 LOC; components ui: 8 files / 932 LOC; components: 3 files / 615 LOC; registry json: 5 files / 485 LOC; docs: 7 files / 418 LOC; registry.json: 1 files / 154 LOC; e2e: 1 files / 42 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
149,2026-06-17,2026-06-17T17:07:08+02:00,4c17e19,4c17e196d9714bfa6e8062ff6f13e6056870781b,Markdown viewer demo: drop migration-era sample sentence,Sacha Ichbiah,1,parent,1,1,1,2,components: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
150,2026-06-17,2026-06-17T17:10:35+02:00,a11b97c,a11b97cf69812b35d2d6ac9d573e46a432579c57,Commit remaining working-tree changes: docs restructure + viewer test consistency,Sacha Ichbiah,1,parent,17,82,351,433,docs: 15 files / 404 LOC; tests: 1 files / 20 LOC; registry blocks: 1 files / 9 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
151,2026-06-17,2026-06-17T17:16:06+02:00,cb1845e,cb1845e1ae437d2d2d2e60ba5922006ac6390a6a,Collapse File Viewer header sub-pages into the header page,Sacha Ichbiah,1,parent,4,1,132,133,docs: 4 files / 133 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
152,2026-06-17,2026-06-17T17:16:40+02:00,529c22a,529c22a8fa97d86b7029c22379670829c03f7eeb,Merge codex/blocks-abstractions-20260616-122904: File Viewer header docs consolidation,Sacha Ichbiah,2,first parent of merge,388,660997,29021,690018,sample: 2 files / 612573 LOC; registry ui: 72 files / 20431 LOC; pnpm-lock.yaml: 1 files / 13430 LOC; tests: 67 files / 11396 LOC; design: 16 files / 9547 LOC; components: 72 files / 7623 LOC; tmp: 1 files / 5481 LOC; scripts: 9 files / 2984 LOC,2,10,3,13,9,161,PDF related; docs; registry output; thumbnail UI; viewer composition; viewer entrypoint,components/pdf-viewer-demo.tsx (+49/-9) | content/docs/components/file-viewer/navigation/file-viewer-thumbnails.mdx (+57/-0) | content/docs/components/file-viewer/renderers/pdf.mdx (+13/-4) | public/r/pdf-viewer.json (+5/-5) | registry/new-york-v4/ui/pdf-viewer.tsx (+5/-2) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+5/-1) | public/r/pdf-document-resource.json (+1/-1) | public/r/pdf-thumbnails-block.json (+1/-1) | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx (+1/-1),Regenerated registry JSON output. Updated PDF docs. Files: components/pdf-viewer-demo.tsx | content/docs/components/file-viewer/navigation/file-viewer-thumbnails.mdx | content/docs/components/file-viewer/renderers/pdf.mdx | public/r/pdf-document-resource.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer.json | registry/new-york-v4/blocks/pdf-thumbnails-block.tsx | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
153,2026-06-17,2026-06-17T17:17:25+02:00,beda7b3,beda7b3412f82c2936ef69665c99644337e81bac,"Document git workflow: always stay on main, never branch",Sacha Ichbiah,1,parent,2,11,0,11,CLAUDE.md: 1 files / 7 LOC; AGENTS.md: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
154,2026-06-17,2026-06-17T23:30:36+02:00,cd6218a,cd6218aa903f1eb2c25e1200f4bff70acfe4986f,Migrate primitive layer to stock Radix shadcn; fix registry installs; green suite,Sacha Ichbiah,1,parent,221,3675,5760,9435,registry ui: 32 files / 3710 LOC; registry json: 119 files / 2145 LOC; tests: 31 files / 2055 LOC; registry.json: 1 files / 1009 LOC; components: 20 files / 221 LOC; components ui: 8 files / 131 LOC; app: 2 files / 65 LOC; registry blocks: 1 files / 62 LOC,0,0,0,0,5,36,PDF source overlays; registry output; thumbnail UI,public/r/pdf-viewer.json (+9/-9) | public/r/pdf-thumbnails-block.json (+3/-3) | public/r/pdf-viewer-thumbnails.json (+3/-3) | public/r/pdf-source.json (+2/-2) | public/r/pdf-document-resource.json (+1/-1),Regenerated registry JSON output. Files: public/r/pdf-document-resource.json | public/r/pdf-source.json | public/r/pdf-thumbnails-block.json | public/r/pdf-viewer-thumbnails.json | public/r/pdf-viewer.json,P4 PDF-adjacent only.
155,2026-06-18,2026-06-18T12:12:12+02:00,a9b679e,a9b679e7c3cbd89242a3c108d1013121fd0f1f2f,speed up markdown viewer,Sacha Ichbiah,1,parent,17,1734,331,2065,registry ui: 10 files / 1109 LOC; design: 1 files / 446 LOC; scripts: 1 files / 421 LOC; registry json: 2 files / 76 LOC; registry.json: 1 files / 10 LOC; tests: 1 files / 2 LOC; package.json: 1 files / 1 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
156,2026-06-18,2026-06-18T12:16:18+02:00,5ed850e,5ed850e83aa16cba7c2bc85382b1f951af51a811,speed up pdf viewer,Sacha Ichbiah,1,parent,17,1525,91,1616,registry ui: 10 files / 843 LOC; design: 1 files / 455 LOC; tests: 2 files / 240 LOC; registry json: 2 files / 40 LOC; view routes: 1 files / 28 LOC; registry.json: 1 files / 10 LOC,10,765,78,843,15,1596,benchmark; design notes; layout geometry; page canvas rendering; page metrics; public types; registry output; render scheduler; scroll state; tests; viewer composition; viewer entrypoint; virtualization; zoom / DPR,design/pdf-viewer-render-performance-blueprint.md (+455/-0) | registry/new-york-v4/ui/use-pdf-page-metrics.ts (+272/-0) | tests/pdf-viewer.test.tsx (+220/-1) | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts (+142/-0) | registry/new-york-v4/ui/pdf-viewer-virtualization.ts (+85/-27) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+86/-12) | registry/new-york-v4/ui/pdf-viewer-layout.ts (+69/-4) | registry/new-york-v4/ui/pdf-viewer-page.tsx (+54/-9) | registry/new-york-v4/ui/pdf-viewer-scroll.ts (+21/-26) | public/r/pdf-viewer.json (+21/-9) | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx (+25/-3) | registry/new-york-v4/ui/pdf-viewer-scale.ts (+23/-0) | tests/pdf-viewer-scale.test.tsx (+19/-0) | registry/new-york-v4/ui/pdf-viewer-types.ts (+11/-0) | registry/new-york-v4/ui/pdf-viewer.tsx (+2/-0),Likely blink regression point: first focused commit that caps scrolling DPR and re-renders settled pages. Introduced or changed scrolling-vs-settled rendering quality/DPR behavior. Added or modified page render scheduling/concurrency. Separated visible pages from render/preload windows. Added async page metric preloading for page sizes. Changed scroll anchor preservation across layout changes. Changed page layout geometry model. Changed page virtualization/windowing. Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Updated PDF benchmark harness. Files: app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx | design/pdf-viewer-render-performance-blueprint.md | public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-layout.ts | registry/new-york-v4/ui/pdf-viewer-page.tsx | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts | registry/new-york-v4/ui/pdf-viewer-scale.ts | registry/new-york-v4/ui/pdf-viewer-scroll.ts | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer-virtualization.ts | registry/new-york-v4/ui/pdf-viewer.tsx | registry/new-york-v4/ui/use-pdf-page-metrics.ts | tests/pdf-viewer-scale.test.tsx | tests/pdf-viewer.test.tsx,P0 likely blink cause: introduces scrolling DPR cap and settled high-DPR rerender.
157,2026-06-18,2026-06-18T12:17:28+02:00,e8810c8,e8810c8bd8a8fb4d79d30b03757f38de6e2f2d84,update viewer performance,Sacha Ichbiah,1,parent,96,6976,1916,8892,registry ui: 34 files / 2798 LOC; design: 4 files / 1581 LOC; tests: 21 files / 1282 LOC; components ui: 4 files / 852 LOC; scripts: 3 files / 697 LOC; registry json: 15 files / 651 LOC; components: 4 files / 587 LOC; registry.json: 1 files / 218 LOC,0,0,0,0,2,8,registry output,public/r/pdf-document-resource.json (+2/-2) | public/r/pdf-viewer.json (+2/-2),Regenerated registry JSON output. Files: public/r/pdf-document-resource.json | public/r/pdf-viewer.json,P4 PDF-adjacent only.
158,2026-06-18,2026-06-18T12:22:27+02:00,d2fe7f9,d2fe7f9f60af5c856c8523bcbc630f91dc99de46,fix pdf benchmark snapshot,Sacha Ichbiah,1,parent,1,12,5,17,view routes: 1 files / 17 LOC,0,0,0,0,1,17,benchmark,app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx (+12/-5),Updated PDF benchmark harness. Files: app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx,P4 PDF-adjacent only.
159,2026-06-18,2026-06-18T12:25:57+02:00,c605109,c60510956a1961193dac3119ff1b4e4a0fec9f15,stabilize viewer tests,Sacha Ichbiah,1,parent,5,19,11,30,tests: 5 files / 30 LOC,0,0,0,0,1,4,tests,tests/pdf-viewer.test.tsx (+4/-0),Updated PDF tests. Files: tests/pdf-viewer.test.tsx,P4 PDF-adjacent only.
160,2026-06-18,2026-06-18T12:45:50+02:00,89129e2,89129e2c3bbc516c4cc8318d8de1ada233ef5d53,fix scrollbench metrics,Sacha Ichbiah,1,parent,5,971,122,1093,view routes: 3 files / 923 LOC; tests: 2 files / 170 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
161,2026-06-18,2026-06-18T12:58:08+02:00,074b07a,074b07ade5a9864bbb80bc453a15b5a32ef8cc0e,match text highlights to code viewer,Sacha Ichbiah,1,parent,9,96,52,148,registry ui: 3 files / 80 LOC; tests: 4 files / 56 LOC; registry json: 2 files / 12 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
162,2026-06-18,2026-06-18T18:18:54+02:00,7a54a0f,7a54a0f2bdf06d188e966534eeafe6a9af2aa7ec,update scrollbench,Sacha Ichbiah,1,parent,4,705,24,729,view routes: 3 files / 562 LOC; tests: 1 files / 167 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
163,2026-06-19,2026-06-19T09:55:16+02:00,ccc7236,ccc7236d517764176081cd7c469d750dc031c76c,update viewers,Sacha Ichbiah,1,parent,21,1316,428,1744,registry ui: 11 files / 1320 LOC; tests: 3 files / 253 LOC; components ui: 1 files / 130 LOC; registry json: 3 files / 33 LOC; registry.json: 1 files / 5 LOC; components: 2 files / 3 LOC,6,877,108,985,9,1190,PDF related; page canvas rendering; registry output; render cache; render scheduler; scroll state; tests; viewer composition,registry/new-york-v4/ui/pdf-viewer-content.tsx (+416/-54) | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts (+140/-44) | registry/new-york-v4/ui/pdf-viewer-render-cache.ts (+178/-0) | tests/pdf-viewer.test.tsx (+154/-0) | registry/new-york-v4/ui/pdf-viewer-page.tsx (+74/-2) | registry/new-york-v4/ui/pdf-viewer-scroll.ts (+40/-0) | registry/new-york-v4/ui/pdf-viewer-page-sizes.ts (+29/-8) | tests/pdf-viewer-page-sizes.test.tsx (+35/-0) | public/r/pdf-viewer.json (+11/-5),"Follow-up amplification: adds render cache, scroll activity and manual projection on top of the DPR split. Introduced or changed scrolling-vs-settled rendering quality/DPR behavior. Added or modified page render scheduling/concurrency. Added or modified canvas render cache reuse. Changed page projection to manually managed React roots. Separated visible pages from render/preload windows. Added async page metric preloading for page sizes. Added scroll activity/direction tracking. Changed scroll anchor preservation across layout changes. Changed page scroll tracking/navigation. Updated PDF tests. Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-page-sizes.ts | registry/new-york-v4/ui/pdf-viewer-page.tsx | registry/new-york-v4/ui/pdf-viewer-render-cache.ts | registry/new-york-v4/ui/pdf-viewer-render-scheduler.ts | registry/new-york-v4/ui/pdf-viewer-scroll.ts | tests/pdf-viewer-page-sizes.test.tsx | tests/pdf-viewer.test.tsx",P1 likely worsener: adds cache/projection/scroll-activity around the optimized render path.
164,2026-06-19,2026-06-19T11:21:01+02:00,118dd92,118dd9283e3e5a63431f7d297291d2eb923afea2,Complete registry file/dependency closures for consumer installs,Sacha Ichbiah,1,parent,49,5439,450,5889,registry json: 39 files / 3069 LOC; registry.json: 1 files / 1562 LOC; scripts: 1 files / 595 LOC; registry ui: 4 files / 310 LOC; view routes: 2 files / 238 LOC; tests: 1 files / 113 LOC; package.json: 1 files / 2 LOC,4,261,49,310,10,1279,PDF related; benchmark; page canvas rendering; public types; registry output; tests; viewer composition; viewer entrypoint,scripts/profile-pdf-viewer-benchmark.mjs (+595/-0) | registry/new-york-v4/ui/pdf-viewer-content.tsx (+222/-46) | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx (+141/-16) | tests/pdf-viewer.test.tsx (+112/-1) | app/(view)/pdf-viewer-benchmark/page.tsx (+79/-2) | registry/new-york-v4/ui/pdf-viewer-page.tsx (+29/-3) | public/r/pdf-document-resource.json (+14/-1) | public/r/pdf-viewer.json (+4/-4) | registry/new-york-v4/ui/pdf-viewer-types.ts (+8/-0) | registry/new-york-v4/ui/pdf-viewer.tsx (+2/-0),Introduced or changed scrolling-vs-settled rendering quality/DPR behavior. Added or modified page render scheduling/concurrency. Added or modified canvas render cache reuse. Changed page projection to manually managed React roots. Separated visible pages from render/preload windows. Added async page metric preloading for page sizes. Added scroll activity/direction tracking. Updated PDF tests. Regenerated registry JSON output. Updated PDF benchmark harness. Files: app/(view)/pdf-viewer-benchmark/page.tsx | app/(view)/pdf-viewer-benchmark/pdf-viewer-benchmark-client.tsx | public/r/pdf-document-resource.json | public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-content.tsx | registry/new-york-v4/ui/pdf-viewer-page.tsx | registry/new-york-v4/ui/pdf-viewer-types.ts | registry/new-york-v4/ui/pdf-viewer.tsx | tests/pdf-viewer.test.tsx,P2 behavior-adjacent PDF rendering change.
165,2026-06-19,2026-06-19T11:30:44+02:00,7ed742c,7ed742cac1bdb6a62bf20f2a149884e1cfda4d97,Auto-expand registry closures in the build; ship ScrollArea nativeScrollbar,Sacha Ichbiah,1,parent,4,280,4,284,scripts: 1 files / 273 LOC; package.json: 1 files / 5 LOC; registry ui: 1 files / 4 LOC; registry json: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
166,2026-06-19,2026-06-19T11:35:25+02:00,0814a65,0814a654b37f0806df368a491ed38220e1258034,Ship a utif ambient type shim for the TIFF decode workers,Sacha Ichbiah,1,parent,4,30,0,30,registry json: 2 files / 12 LOC; registry.json: 1 files / 10 LOC; registry ui: 1 files / 8 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
167,2026-06-19,2026-06-19T12:16:54+02:00,1551a3e,1551a3e34b1ab7ebecc8e73b77e5a8bfd53a060b,Fix utif type shim (resolve collision with @ts-expect-error); ship viewer loading fallbacks,Sacha Ichbiah,1,parent,18,101,27,128,registry ui: 8 files / 104 LOC; registry json: 8 files / 22 LOC; components: 1 files / 1 LOC; tests: 1 files / 1 LOC,1,1,1,2,2,4,loading / error states; registry output,public/r/pdf-viewer.json (+1/-1) | registry/new-york-v4/ui/pdf-viewer-states.tsx (+1/-1),Regenerated registry JSON output. Files: public/r/pdf-viewer.json | registry/new-york-v4/ui/pdf-viewer-states.tsx,"P3 PDF core touched, but no obvious low/high-res mechanism."
168,2026-06-19,2026-06-19T12:26:40+02:00,038e908,038e908fd7d9910813ede50013403382f6da3974,add homepage page,Sacha Ichbiah,1,parent,2,78,0,78,app: 1 files / 74 LOC; lib: 1 files / 4 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
169,2026-06-19,2026-06-19T12:34:02+02:00,8a800c3,8a800c38aa5ac2b32f3a9a526c59ca7934868cac,rework homepage,Sacha Ichbiah,1,parent,3,839,74,913,homepage: 2 files / 839 LOC; app: 1 files / 74 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
170,2026-06-19,2026-06-19T12:40:01+02:00,b878f31,b878f31f219ab62771599b3ec44861ed7e1a39c8,fix homepage responsive layout,Sacha Ichbiah,1,parent,1,21,21,42,homepage: 1 files / 42 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
171,2026-06-19,2026-06-19T12:43:18+02:00,213afcc,213afccb0c70e91545f2b785669390d9d7ecda06,refine homepage latest section,Sacha Ichbiah,1,parent,1,61,78,139,homepage: 1 files / 139 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
172,2026-06-19,2026-06-19T12:47:02+02:00,d194c1e,d194c1ec782acbd75cbb5eeee22c5dde0a3fa7b1,tighten homepage product proofs,Sacha Ichbiah,1,parent,1,10,8,18,homepage: 1 files / 18 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
173,2026-06-19,2026-06-19T12:56:08+02:00,14f0465,14f04650db051eee6a390af729f6f56dbd46a788,refine homepage fidelity,Sacha Ichbiah,1,parent,1,286,82,368,homepage: 1 files / 368 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
174,2026-06-19,2026-06-19T13:09:57+02:00,f9e7c79,f9e7c7942794c6aa33dd6a1a5854b928ee592966,modularize homepage sections,Sacha Ichbiah,1,parent,10,1324,992,2316,homepage: 10 files / 2316 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
175,2026-06-19,2026-06-19T13:13:35+02:00,bbfc321,bbfc321258e2481fa4292365296785bb3e859221,polish homepage modules,Sacha Ichbiah,1,parent,7,83,271,354,homepage: 7 files / 354 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
176,2026-06-19,2026-06-19T13:17:02+02:00,6cd1dc3,6cd1dc3fe3aaef833e87c8c0b2ff6e6380ca8a9a,refine homepage modules,Sacha Ichbiah,1,parent,6,31,16,47,homepage: 5 files / 46 LOC; app: 1 files / 1 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
177,2026-06-19,2026-06-19T13:18:22+02:00,47714bd,47714bd74a172f27cbe190fb5038eb962c44fd15,restore homepage title,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
178,2026-06-19,2026-06-19T13:18:41+02:00,a10be96,a10be969525ad3e52bd02f381d7b57579e3b4ce8,restore homepage title,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
179,2026-06-19,2026-06-19T13:19:57+02:00,83d3fab,83d3fab5833b57b89f1aec5c5e0a394414480cfb,set homepage title,Sacha Ichbiah,1,parent,1,1,1,2,homepage: 1 files / 2 LOC,0,0,0,0,0,0,,,No PDF viewer path changes.,No PDF relevance.
